Date : 2023-10-26 08:16:34
Directory : e:\cauc_museum\cauc_admin_backend
Total : 79 files,  8775 codes, 293 comments, 1142 blanks, all 10210 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| e:\cauc_museum\cauc_admin_backend\src\modules\order-item\order-item.service.ts      | TypeScript         |         36 |          2 |          6 |         44 |
| e:\cauc_museum\cauc_admin_backend\src\modules\order\order.controller.ts             | TypeScript         |         90 |         12 |         14 |        116 |
| e:\cauc_museum\cauc_admin_backend\src\modules\order\order.module.ts                 | TypeScript         |          8 |          0 |          2 |         10 |
| e:\cauc_museum\cauc_admin_backend\src\modules\order\order.service.ts                | TypeScript         |        161 |         99 |         25 |        285 |
| e:\cauc_museum\cauc_admin_backend\src\modules\prisma\prisma.module.ts               | TypeScript         |          8 |          0 |          3 |         11 |
| e:\cauc_museum\cauc_admin_backend\src\modules\prisma\prisma.service.ts              | TypeScript         |          6 |          0 |          2 |          8 |
| e:\cauc_museum\cauc_admin_backend\src\modules\record\record.controller.ts           | TypeScript         |         35 |          1 |         11 |         47 |
| e:\cauc_museum\cauc_admin_backend\src\modules\record\record.module.ts               | TypeScript         |          8 |          0 |          2 |         10 |
| e:\cauc_museum\cauc_admin_backend\src\modules\record\record.service.ts              | TypeScript         |         61 |          4 |         13 |         78 |
| e:\cauc_museum\cauc_admin_backend\src\modules\router\router.controller.ts           | TypeScript         |         50 |          0 |          6 |         56 |
| e:\cauc_museum\cauc_admin_backend\src\modules\router\router.module.ts               | TypeScript         |          8 |          0 |          2 |         10 |
| e:\cauc_museum\cauc_admin_backend\src\modules\router\router.service.ts              | TypeScript         |          3 |          0 |          2 |          5 |
| e:\cauc_museum\cauc_admin_backend\src\modules\test\test.controller.ts               | TypeScript         |          9 |          0 |          4 |         13 |
| e:\cauc_museum\cauc_admin_backend\src\modules\test\test.module.ts                   | TypeScript         |          6 |          0 |          2 |          8 |
| e:\cauc_museum\cauc_admin_backend\src\modules\user\user.controller.ts               | TypeScript         |         43 |          1 |         11 |         55 |
| e:\cauc_museum\cauc_admin_backend\src\modules\user\user.module.ts                   | TypeScript         |          8 |          0 |          2 |         10 |
| e:\cauc_museum\cauc_admin_backend\src\modules\user\user.service.ts                  | TypeScript         |         85 |         13 |         15 |        113 |
| e:\cauc_museum\cauc_admin_backend\src\pipe\number-arr-parse.pipe.ts                 | TypeScript         |          8 |          0 |          1 |          9 |
| e:\cauc_museum\cauc_admin_backend\src\pipe\string-arr-parse.pipe.ts                 | TypeScript         |          8 |          0 |          1 |          9 |
| e:\cauc_museum\cauc_admin_backend\src\strategy\jwt.strategy.ts                      | TypeScript         |         19 |          0 |          4 |         23 |
| e:\cauc_museum\cauc_admin_backend\src\utils\config\index.ts                         | TypeScript         |          6 |          0 |          3 |          9 |
| e:\cauc_museum\cauc_admin_backend\src\utils\enum\http.ts                            | TypeScript         |         12 |         10 |          0 |         22 |
| e:\cauc_museum\cauc_admin_backend\src\utils\enum\index.ts                           | TypeScript         |          2 |          0 |          0 |          2 |
| e:\cauc_museum\cauc_admin_backend\src\utils\enum\order.ts                           | TypeScript         |         10 |          7 |          1 |         18 |
| e:\cauc_museum\cauc_admin_backend\src\validator\admin.validator.ts                  | TypeScript         |         62 |         10 |         16 |         88 |
| e:\cauc_museum\cauc_admin_backend\test\app.e2e-spec.ts                              | TypeScript         |         20 |          0 |          5 |         25 |
| e:\cauc_museum\cauc_admin_backend\test\jest-e2e.json                                | JSON               |          9 |          0 |          1 |         10 |
| e:\cauc_museum\cauc_admin_backend\tsconfig.build.json                               | JSON               |          3 |          2 |          0 |          5 |
| e:\cauc_museum\cauc_admin_backend\tsconfig.json                                     | JSON with Comments |         21 |          0 |          1 |         22 |
| Total                                                                               |                    |      8,775 |        293 |      1,142 |     10,210 |
+-------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
